id,target
4941,7189970.5
51775,885469.1
115253,2436818.2
299321,1367635.9
173570,702239.06
30862,1915695.8
244471,2910952.8
127794,614637.75
71558,2362612.2
218011,1593293.0
148208,4528064.5
155735,498488.75
100698,3529715.8
241403,1280939.8
195272,2155233.2
238663,1338741.4
262957,5640123.0
207082,928352.56
298896,520136.72
220946,540941.8
74581,1203847.9
253578,5745999.5
47620,1780067.5
92772,2110184.0
116904,3141885.2
208352,5651977.5
76044,1568121.6
202667,802118.5
62134,6335586.5
277353,5291006.5
64194,3979088.5
295822,4366509.5
27391,2867230.2
203500,2131680.2
264505,1292068.0
297455,1681235.8
137985,2003830.4
47622,3735130.5
21911,1054702.9
94181,2985018.2
68117,1694447.6
39648,660283.0
73722,2988076.0
133456,1197824.0
30763,7940714.5
58096,799695.06
126979,2171563.0
149636,1948593.6
27810,2370602.2
272001,6465192.5
114617,4295169.5
190693,6154569.5
219814,1826872.6
67164,2875282.8
83961,4439133.5
254122,2757561.5
141378,5333375.0
151754,1134940.2
125013,921432.3
273552,1212368.2
201853,1701568.8
99511,3174333.5
25140,6710498.0
7603,745112.5
84095,5149271.5
84071,3721994.0
151177,2612348.8
294081,1145346.4
88694,1809449.8
99932,825968.75
14442,879955.6
162220,1537565.8
163631,3846939.5
49023,1164947.2
80644,5806098.5
274016,1585015.9
64876,1177312.2
156696,7679204.0
295991,1915549.0
192037,3210311.5
118765,1335457.0
94748,2642527.5
251764,4200628.5
60381,939253.06
283938,809284.1
195995,567398.1
112778,1719185.2
76727,1792497.1
21435,1819813.4
17468,3470833.5
225673,4195307.0
79759,2490574.5
257599,1063591.5
270720,4514554.5
153801,4361813.0
92266,3452516.0
207329,6831735.0
243955,3670502.2
288928,5280063.5
186600,4046566.0
48005,719442.9
212520,2275865.5
294075,1336892.4
131575,2278562.8
202057,5158696.0
239160,2615986.8
92611,1147105.9
268351,2124095.8
259109,1951068.9
265328,1233360.2
229144,1270223.1
261302,2497937.5
84117,3322369.5
