id,target
4941,6744202.5
51775,993970.94
115253,2435752.0
299321,1366536.2
173570,769450.2
30862,1655351.2
244471,3068159.5
127794,720699.5
71558,2516251.0
218011,1469210.5
148208,5025723.0
155735,506260.1
100698,3662589.2
241403,1111024.5
195272,1889870.8
238663,1511481.1
262957,5692267.5
207082,853513.7
298896,519498.12
220946,740698.4
74581,1252769.2
253578,5844901.5
47620,1835988.5
92772,2171568.5
116904,2831341.5
208352,5133578.0
76044,1311861.2
202667,754901.25
62134,6471060.5
277353,4996432.5
64194,4199954.5
295822,4433764.5
27391,2428762.5
203500,2125172.5
264505,1268717.6
297455,1967396.1
137985,2014865.8
47622,3164901.8
21911,1045122.7
94181,3093443.2
68117,1669001.9
39648,602227.44
73722,3080673.0
133456,1117688.4
30763,7972890.5
58096,743454.75
126979,2755332.5
149636,1724518.5
27810,2344560.8
272001,6983878.5
114617,4288632.0
190693,6387972.5
219814,2040083.2
67164,2816497.5
83961,4615663.5
254122,2724233.5
141378,5726248.0
151754,1044514.9
125013,891053.8
273552,1181396.2
201853,1286261.0
99511,3534842.8
25140,6432603.5
7603,768454.94
84095,6066938.0
84071,3308938.2
151177,2490557.2
294081,1109085.9
88694,1821741.1
99932,812363.9
14442,858866.25
162220,1365630.6
163631,3611389.8
49023,902694.06
80644,5574085.5
274016,1751238.2
64876,1211334.8
156696,8104277.0
295991,1759382.0
192037,3285218.8
118765,1179914.0
94748,2309865.0
251764,3634025.0
60381,818707.9
283938,885139.75
195995,627761.2
112778,1626419.8
76727,1693745.5
21435,1750707.2
17468,3468462.0
225673,4090478.0
79759,2400531.5
257599,959854.56
270720,4345474.0
153801,4158681.8
92266,3374496.0
207329,6863145.0
243955,3751971.8
288928,5673758.0
186600,4056466.8
48005,808389.25
212520,2182317.5
294075,995343.4
131575,2400478.2
202057,5057776.0
239160,2857771.8
92611,1119842.8
268351,2182271.5
259109,1923707.0
265328,1325724.2
229144,1145215.1
261302,2430761.5
84117,3185747.2
31189,4877003.0
107254,1616383.8
192798,1416048.9
28083,1695697.5
118789,3809344.8
2152,6533630.5
287026,1530187.0
249169,2431187.2
137539,3551506.8
46291,481130.5
30233,3322269.0
175145,2315670.2
50676,526519.06
71570,1817787.0
219843,3257378.0
36279,2905528.0
66052,744432.5
252609,1993435.2
24783,6324466.5
299327,3697636.5
95349,5513589.0
46332,719576.1
91240,2158736.5
5445,1901682.8
272876,1910496.5
43811,1418380.9
217082,4320208.5
100370,6495616.5
258874,526717.3
121949,806618.7
212950,619794.56
200057,2489056.2
229177,1815863.0
287838,515081.5
213118,1621497.2
176475,1124692.4
118176,8426092.0
209024,1810097.8
221906,2411370.2
42493,2698337.8
223728,1825761.6
141993,4002104.2
55675,2737382.2
224087,3249655.0
83655,1131398.6
61917,2211523.5
153665,1863481.9
155758,7206068.5
190393,7641266.5
231050,703473.9
201122,3567258.8
59267,916351.44
262487,9316654.0
188582,3194658.5
131814,1335821.8
73949,6125188.0
154308,8877556.0
167194,567392.8
277393,2813820.2
196835,1473194.2
91690,2146528.0
162086,2115464.5
231058,3214239.0
54120,6156211.0
247858,4692249.5
98092,841072.1
271915,3085510.2
