id,target
4941,5202344.5
51775,1049029.2
115253,1653899.5
299321,1843437.2
173570,571612.2
30862,1701194.6
244471,2921267.8
127794,718675.1
71558,3194089.0
218011,1844452.1
148208,2500823.8
155735,789408.94
100698,4201569.0
241403,1399481.1
195272,3330863.0
238663,1801530.8
262957,5810071.0
207082,2722077.8
298896,549454.2
220946,1071099.1
74581,2203600.5
253578,4273200.0
47620,3314757.2
92772,3004827.8
116904,2433468.0
208352,4608544.0
76044,1754036.9
202667,808064.06
62134,4955765.5
277353,6008827.5
64194,2911061.0
295822,4426622.0
27391,1760232.2
203500,1228006.9
264505,1844957.8
297455,1534834.2
137985,2738614.8
47622,4470921.0
21911,1780263.5
94181,2460270.5
68117,2232622.0
39648,952235.7
73722,4863819.5
133456,1054035.1
30763,4426512.0
58096,1031902.9
126979,1808020.6
149636,1499903.4
27810,2241650.0
272001,2981730.8
114617,5506699.5
190693,4233753.5
219814,2347079.5
67164,4874307.5
83961,4262863.5
254122,1877746.9
141378,3206521.8
151754,2567885.8
125013,1171831.5
273552,1580465.5
201853,605189.9
99511,3124591.8
25140,5009750.0
7603,1027537.9
84095,4167488.8
84071,5094454.5
151177,2081666.2
294081,1205333.0
88694,2706385.0
99932,1275784.4
14442,907662.56
162220,1492026.4
163631,5541116.5
49023,1708029.4
80644,3320169.5
274016,1647981.6
64876,2039901.0
156696,7010391.0
295991,2392082.2
192037,2234968.8
118765,1370742.0
94748,3808857.2
251764,3557589.8
60381,1825184.9
283938,804211.6
195995,649650.94
112778,1673218.6
76727,1658260.9
21435,1704941.5
17468,2447906.0
225673,4270254.0
79759,4406561.0
257599,1573339.9
270720,4241775.5
153801,2646112.8
92266,2004794.4
207329,3909615.2
243955,5378241.5
288928,4796142.0
186600,2376634.8
48005,1099113.8
212520,724281.75
294075,1682853.8
131575,3228125.0
202057,5493651.0
239160,1174412.0
92611,1580459.0
268351,2047197.2
259109,3193119.2
265328,1081328.1
229144,1875045.8
261302,968669.8
84117,3102294.8
31189,4702749.0
107254,1106038.1
192798,3561717.5
28083,2247603.8
118789,3181003.8
2152,5430837.5
287026,1453785.5
249169,1605965.9
137539,4454197.5
46291,358455.16
30233,3506376.8
175145,1139904.8
50676,854454.25
71570,3207772.0
219843,2796988.5
36279,3503049.8
66052,1043096.44
252609,3573471.2
24783,4713401.5
299327,4070806.0
95349,5655276.5
46332,854639.75
91240,3123556.0
5445,1554173.2
272876,2627723.8
43811,2710049.8
217082,2679171.2
100370,4730003.5
258874,1010088.5
121949,1694455.4
212950,775936.2
200057,5293506.5
229177,2069724.4
287838,402325.7
213118,1861774.5
176475,1456416.8
118176,6051937.5
209024,2350839.0
221906,2843820.5
42493,1880065.6
223728,1543373.8
141993,3386351.5
55675,2106502.5
224087,3125270.8
83655,2362478.2
61917,1407722.8
153665,2157715.5
155758,6882747.5
190393,5416214.5
231050,809400.7
201122,1889891.5
59267,578441.2
262487,6840923.5
188582,2823835.5
131814,792756.56
73949,4593078.5
154308,6873631.5
167194,698383.0
277393,3357262.0
196835,2102513.0
91690,2618980.0
162086,3138982.2
231058,2475077.8
54120,4833617.0
247858,4809178.5
98092,1419347.0
271915,2807197.0
44677,498191.62
56078,1614695.5
129375,2502475.2
133361,4751179.5
85866,1529043.8
191559,723632.4
218728,1374792.5
208771,3474387.8
109195,840955.06
39549,4117420.0
169828,2394034.0
57416,1527192.5
33193,4441356.0
173865,4824031.0
50919,4120123.0
108504,3407574.0
72963,2036564.9
270712,2063426.0
63504,2318828.8
26896,2943143.0
261152,1487774.9
8838,654682.56
16064,5638840.5
107661,4261930.5
130161,2852529.2
179573,1705672.5
116121,1273911.9
32234,369884.8
191736,1944149.5
57456,1944908.6
160502,2072465.4
215795,2121900.8
126714,4248013.5
173047,787916.44
97726,3298361.0
193811,2001903.1
17156,1501041.1
71055,720571.06
193990,3000036.5
52059,1127825.9
274757,3853377.5
1558,8148966.5
253081,1021290.8
181909,3377643.5
145269,1615565.4
