id,target
4941,5924688.5
51775,1177508.6
115253,2204669.0
299321,1479652.2
173570,621438.3
30862,1580956.0
244471,2317184.0
127794,504788.94
71558,2683480.8
218011,1038543.2
148208,3565404.5
155735,490519.9
100698,3695597.0
241403,1558596.8
195272,2957953.2
238663,1395794.1
262957,5596389.0
207082,1221693.2
298896,383538.7
220946,692870.6
74581,1173963.8
253578,5923538.5
47620,2365806.2
92772,2495011.8
116904,2093505.1
208352,4673126.5
76044,1381273.2
202667,660956.5
62134,4998554.0
277353,4630052.0
64194,4072276.0
295822,4159683.0
27391,2084447.8
203500,1235102.2
264505,1198864.8
297455,1702175.8
137985,1725788.0
47622,4321857.0
21911,1497651.2
94181,3021964.0
68117,1581680.9
39648,723766.4
73722,3268240.2
133456,1023409.2
30763,9017384.0
58096,557698.06
126979,2098681.8
149636,2460553.5
27810,2411268.2
272001,5950232.0
114617,4519390.5
190693,5849348.5
219814,1881133.5
67164,3424119.8
83961,4722547.0
254122,2537885.5
141378,6885058.0
151754,1105574.2
125013,788579.5
273552,1287335.0
201853,1387813.6
99511,2969924.2
25140,6531068.0
7603,884150.1
84095,4523104.0
84071,3204938.8
151177,2178101.0
294081,1238255.2
88694,1574955.5
99932,1033695.2
14442,982957.7
162220,1472982.0
163631,4327919.0
49023,974690.4
80644,6198142.5
274016,1694595.5
64876,1395321.1
156696,7662586.5
295991,2168833.2
192037,3458226.0
118765,1155474.0
94748,3148551.0
251764,3189143.0
60381,472927.62
283938,540243.8
195995,477195.44
112778,2072427.4
76727,2726135.0
21435,1520392.0
17468,3498100.0
225673,4501733.0
79759,3071182.5
257599,1421916.8
270720,4152419.0
153801,4073110.8
92266,3789890.5
207329,4868753.5
243955,4448565.0
288928,5227312.5
186600,3036756.8
48005,847055.5
212520,1970691.6
294075,774994.6
131575,2473739.0
202057,5311288.0
239160,1365722.1
92611,1388181.0
268351,2497352.2
259109,1670401.1
265328,1233409.1
229144,1103739.6
261302,2144464.5
84117,2637667.2
31189,4593066.0
107254,1567329.2
192798,1270243.5
28083,1648711.6
118789,2973225.0
2152,5916111.0
287026,1163137.5
249169,2425221.0
137539,3439550.0
46291,416007.25
30233,4403981.0
175145,1442849.5
50676,669792.7
71570,1908296.1
219843,2095004.5
36279,3108570.8
66052,572028.1
252609,2430560.0
24783,8392876.0
299327,4148612.2
95349,6397231.0
46332,740025.5
91240,3626966.2
5445,1454457.5
272876,1409753.9
43811,1843648.6
217082,6493833.0
100370,5190469.5
258874,796423.0
121949,771567.5
212950,533952.2
200057,4436917.0
229177,1883088.0
287838,513880.8
213118,1956136.8
176475,904439.5
118176,9097190.0
209024,1687720.2
221906,2499773.2
42493,2507246.5
223728,1507252.5
141993,4195945.0
55675,2481734.8
224087,2576931.0
83655,2298870.0
61917,2602246.0
153665,2325499.5
155758,8539398.0
190393,7446035.0
231050,729116.75
201122,3759959.2
59267,620094.0
262487,9212910.0
188582,3041590.0
131814,869923.25
73949,5707075.5
154308,9414447.0
167194,589339.0
277393,2984910.5
196835,2271068.0
91690,2435435.0
162086,2042873.2
231058,2580435.2
54120,7061325.5
247858,4103127.8
98092,1021246.2
271915,3423051.2
44677,1760741.5
56078,1049772.0
129375,6449288.0
133361,7194418.0
85866,1979070.8
191559,594151.56
218728,1683572.0
208771,3270931.2
109195,1093251.5
39549,2441459.8
169828,3531560.2
57416,3165633.2
33193,5482009.5
173865,4138514.0
50919,3970344.2
108504,2273030.0
72963,1846499.5
270712,1196638.0
63504,1671596.8
26896,1821761.8
261152,1470976.4
8838,610637.7
16064,8587593.0
107661,3138252.0
130161,2367838.0
179573,3425290.5
116121,616402.6
32234,419831.44
191736,836995.44
57456,4772736.5
160502,1474657.5
215795,1681005.0
126714,5154506.0
173047,446025.88
97726,2205818.0
193811,1388343.5
17156,1133537.2
71055,833175.9
193990,1039276.8
52059,2228933.0
274757,3434030.2
1558,6085696.5
253081,471002.1
181909,2283850.0
145269,1711637.5
186660,5283151.0
6479,1664191.0
249414,771270.5
43182,614001.06
248529,3966314.0
125724,3310384.8
214268,1785891.8
270767,1879987.6
141103,2612727.0
292203,6506366.5
62008,2383123.0
89122,1028550.9
47736,6966290.5
222505,4020592.2
29628,633109.1
202216,2141340.5
194828,628742.75
18649,1380915.1
199020,2071557.2
111554,512801.34
244687,5182355.0
230919,3900664.8
42397,6568695.5
221946,2551670.0
168390,884936.5
175576,1339959.5
153541,1433858.5
74055,2312414.8
233828,5910524.5
131312,543721.2
224154,4941254.5
266743,701893.8
15594,1162685.6
227419,4779082.5
115531,4228237.0
12282,340852.44
21847,1440266.0
86772,500683.9
193139,1962402.2
100472,3856274.5
177774,3224653.0
224462,4028691.5
255020,1806495.6
140852,3054191.5
6484,1393905.0
97191,2934033.5
218796,6542937.0
146934,559759.8
183990,1615807.4
150347,3753990.2
291295,7441482.0
175531,1859876.6
80284,2750092.5
64297,1954698.2
221587,3183522.2
145984,3197765.2
266813,548310.7
53725,1333499.2
171137,583136.56
212764,725967.2
30683,1396410.5
204086,2965810.8
78594,7616411.0
162787,1658060.6
212279,932703.9
33141,428080.56
13870,2844409.5
205831,3956128.5
285806,5956771.0
13820,796945.25
198918,736351.7
165989,5080969.5
81377,1789306.6
149867,455059.8
192119,789569.2
180210,903592.0
147051,3078710.0
127638,3340218.0
291867,2091219.1
178582,7607200.5
127544,4235876.5
235717,4749635.5
171723,613229.4
161574,504678.0
75409,2657877.0
90035,822248.94
42840,752296.4
8581,6270109.5
13664,4012952.0
247464,1276659.0
96424,1874493.8
194898,3388851.8
283532,2002136.4
69531,5325311.5
237884,1757606.8
261893,1491132.5
150376,531029.6
182443,3068851.2
224406,5083644.5
171332,1441111.4
140442,1414406.0
154939,1615994.0
131259,5593991.5
162293,987270.0
292709,3651757.5
264845,3348566.5
166131,7335518.5
132328,2881128.5
208063,2570358.0
48322,7058152.0
16624,514254.25
4734,2914439.8
189590,5223040.5
101739,1005694.75
111000,3940672.5
198444,488599.9
16638,3412567.5
55638,11660952.0
258788,1666937.5
238820,1358175.4
115603,1299519.8
246939,2980598.2
191530,902016.1
11213,2804940.0
27388,3015377.8
229061,3262053.0
251977,808799.56
23366,1427648.8
10057,7714214.5
112593,4231686.0
268565,798857.9
157455,5127709.5
59187,712713.6
70372,4053990.0
126007,661193.1
197380,879404.6
271738,5618840.5
194635,3550357.5
165242,2354281.8
47838,860167.1
29771,663159.06
257199,566448.4
61814,3885447.2
208348,5174891.5
191265,7133309.5
2157,10671574.0
188784,444234.2
95787,1544820.2
238436,2519711.5
239163,2095629.4
295072,635037.6
104338,3572446.0
291607,578849.6
21708,3261097.5
143149,5212684.5
137148,10242992.0
78780,512659.78
92536,1585883.9
271294,1991252.4
79847,7967231.0
274306,678869.9
153714,1544311.2
117114,2568818.0
295580,3795159.2
153341,2808274.2
242231,765731.4
17420,5359106.5
52376,2627500.5
71440,460189.2
254000,3608917.2
199108,3893960.5
146464,6778147.5
154057,3457928.8
276394,3586057.5
106502,3352095.5
84374,805158.5
253180,2153958.8
236365,1285984.0
182279,2568459.8
221109,4697368.0
289706,1214840.1
291438,2260359.5
71066,4474691.0
122789,4444247.5
194910,2286351.0
145391,1742451.0
199164,2522454.2
266382,1161205.8
271414,863241.75
167801,3389577.0
61371,2598389.0
228790,638716.0
290878,4446819.0
144980,732021.25
119483,1025828.1
18604,1636607.2
138393,1277086.4
83163,3662816.2
77727,1497798.0
224928,6395318.0
28596,1029531.75
157996,8114318.5
108954,4833898.0
200857,8129195.0
72173,453987.94
106183,2167758.5
12328,1785498.5
264481,5570700.0
96134,1980889.0
129425,2295386.5
80441,1363061.4
260522,2144198.0
72154,1666093.9
93234,1410391.5
58502,4527657.0
277308,1329487.0
151009,604449.7
90763,856468.5
275585,564994.3
77424,925693.56
50947,590969.1
86003,3954256.5
202926,1710195.6
52894,6155438.0
152519,4793098.0
145898,2197499.5
133627,1746547.4
113025,721165.06
216655,2488600.5
173878,6874518.5
73954,2748596.0
257397,574550.9
103663,2444136.8
281910,1333726.5
104079,1643921.2
83563,1246296.8
28436,720670.25
206395,564051.9
239720,4165291.2
35659,478376.7
267856,2572909.5
25953,2325059.5
108843,1278881.0
50565,1898661.0
241574,868100.5
214651,870803.25
14904,1372538.1
142217,3095356.5
53741,3748880.2
17917,1803726.2
46527,490126.2
254258,5252372.5
117732,4431493.0
84721,2179940.0
283229,2187311.5
174501,2479507.5
122944,999632.9
1934,462173.97
275793,624137.9
123228,1454870.6
24600,5178240.0
230991,3810624.0
56772,3257493.0
147503,1248744.6
85741,1954145.0
69716,1604030.0
264260,2331183.5
65737,577713.4
99254,2433364.0
223411,2634820.8
116646,950779.8
75954,1111273.9
125531,2349701.5
236312,3509652.8
76948,7342920.5
145527,3317995.5
164479,2757823.5
282478,2066508.0
110104,671274.94
276716,973800.1
21142,2532701.5
151238,497878.56
286033,2571345.8
94009,553021.44
109338,1628037.9
148928,611017.7
286038,3714564.5
29163,2220888.5
202367,2749243.2
37813,4663312.0
55174,3198582.2
113507,932480.3
200332,6324043.0
273190,2827857.8
242354,7056279.5
93315,521496.56
265463,2053681.0
290432,779741.4
237127,438141.66
92371,3355933.0
32067,2560146.0
153031,3135896.8
211606,1287742.0
224439,3115320.0
12783,1791615.1
281291,512762.22
281984,1927943.9
265609,654500.5
230594,899430.1
22981,4426637.5
68319,530831.94
11283,4084828.0
32854,4646745.0
190653,375639.3
154922,8102700.5
197081,435071.03
128025,708823.3
91677,715878.6
136087,3602604.2
182705,402197.66
279387,626308.4
4956,1639337.4
157145,3702087.0
48688,1688944.2
249114,582831.06
56226,3384578.5
36312,711544.44
105698,2011708.4
229007,5292125.0
176855,1638393.5
22354,5570351.0
207970,734952.94
297214,3887874.0
135511,2530419.2
260469,6467931.0
293208,1053759.0
134761,726900.5
272312,419465.44
145389,420468.3
32197,1979101.0
186084,5504564.0
271387,460978.1
132995,903654.6
192595,706178.06
290210,410994.06
83443,410023.34
124860,3282370.2
7705,3172745.5
260422,2310020.5
181743,8689946.0
290212,2305847.5
9061,2906593.0
