id,target
4941,6896975.0
51775,857507.06
115253,2482520.2
299321,1326499.4
173570,749750.25
30862,1647106.8
244471,3011784.2
127794,675177.56
71558,2474150.5
218011,1448297.8
148208,4912756.0
155735,507972.78
100698,3636298.2
241403,1078761.4
195272,2139692.5
238663,1559672.6
262957,5683773.0
207082,661224.25
298896,495805.97
220946,749965.3
74581,1259934.2
253578,5840901.5
47620,1949315.2
92772,2139788.0
116904,2920980.5
208352,5460847.0
76044,1334364.5
202667,736226.2
62134,6249517.5
277353,4979754.0
64194,4097727.2
295822,4563856.5
27391,2479269.5
203500,1982417.5
264505,1360528.5
297455,2010818.0
137985,2072865.8
47622,3543207.2
21911,1043327.4
94181,2890085.8
68117,1582720.9
39648,588335.6
73722,2960221.8
133456,1062060.2
30763,7924382.0
58096,705924.56
126979,2467325.0
149636,1823958.5
27810,2312716.0
272001,6705867.0
114617,4356927.5
190693,6322673.0
219814,2062325.8
67164,2811194.2
83961,4637844.5
254122,2723161.2
141378,5370552.5
151754,1037730.2
125013,893375.2
273552,1257315.8
201853,1631737.8
99511,3626496.8
25140,6382796.5
7603,736980.06
84095,5674378.5
84071,3291797.8
151177,2581988.0
294081,1095113.5
88694,1758704.6
99932,805802.06
14442,861828.4
162220,1376401.9
163631,3571440.2
49023,972012.4
80644,5729956.5
274016,1749107.2
64876,1207748.5
156696,7989487.0
295991,1724879.8
192037,3187904.2
118765,1205698.0
94748,2228733.0
251764,3690986.2
60381,853673.0
283938,819424.25
195995,575833.2
112778,1532635.5
76727,1718859.2
21435,1741537.2
17468,3448828.2
225673,4160819.2
79759,2583934.8
257599,1076227.6
270720,4565942.0
153801,4152078.2
92266,3264317.5
207329,6576729.5
243955,3781315.5
288928,5697623.0
186600,3985226.2
48005,756823.8
212520,2192643.8
294075,1174079.8
131575,2289557.8
202057,5062580.5
239160,2851163.8
92611,1107776.2
268351,2048783.1
259109,1873015.2
265328,1356813.5
229144,1142682.2
261302,2475262.8
84117,3109909.0
31189,4881768.5
107254,1640576.5
192798,1706339.1
28083,1781532.1
118789,3836902.2
2152,6450446.5
287026,1555300.8
249169,2342521.2
137539,3673023.5
46291,465885.84
30233,3271766.2
175145,2275731.5
50676,512972.1
71570,1901913.4
219843,3111683.8
36279,3071935.8
66052,698261.1
252609,2169092.0
24783,6171281.0
299327,3722822.2
95349,5629805.0
46332,727720.9
91240,2010771.8
5445,1930010.0
272876,1809782.0
43811,1546342.8
217082,4289224.5
100370,6303535.5
258874,528944.3
121949,878158.2
212950,672074.9
200057,2689545.0
229177,1738933.9
287838,478888.28
213118,1571961.2
176475,962331.3
118176,8693598.0
209024,1759980.2
221906,2387120.2
42493,2782485.5
223728,1811652.4
141993,3914803.2
