id,target
4941,7623527.60546875
51775,593765.1455078125
115253,2359306.0625
299321,1406601.708984375
173570,823962.09375
30862,1922498.560546875
244471,2594105.298828125
127794,574530.4833984375
71558,2357101.54296875
218011,1532656.890625
148208,3443652.6875
155735,548747.8862304688
100698,3312177.34765625
241403,1138408.09375
195272,2605713.8203125
238663,1679366.640625
262957,5849618.09375
207082,2977139.384765625
298896,511361.5078125
220946,628651.05859375
74581,1250116.568359375
253578,5173909.662109375
47620,1948771.0703125
92772,2562276.3662109375
116904,3083115.1513671875
208352,5215561.75
76044,1617662.150390625
202667,817775.56640625
62134,4561223.216796875
277353,4564841.9462890625
64194,3798038.17578125
295822,4494996.609375
27391,3057335.26953125
203500,2093099.5625
264505,1219178.521484375
297455,1654968.0849609375
137985,2187191.765625
47622,3618658.853515625
21911,1644935.51953125
94181,2978571.9409179688
68117,2045930.4794921875
39648,639191.04296875
73722,2988374.4609375
133456,1239346.072265625
30763,7813542.3046875
58096,703114.0576171875
126979,3259538.6796875
149636,2311132.671875
27810,2191653.673828125
272001,5972109.3125
114617,4022789.322265625
190693,5719134.203125
219814,1795719.078125
67164,2963452.9599609375
83961,4409975.583984375
254122,2605229.5625
141378,5440890.05859375
151754,1160744.0009765625
125013,1019395.2814941406
273552,1181386.15234375
201853,1758148.431640625
99511,3081806.33203125
25140,6147379.21875
7603,799753.97265625
84095,4427235.859375
84071,3676750.1337890625
151177,2554057.6650390625
294081,790237.5986328125
88694,1938908.9345703125
99932,979666.2490234375
14442,1045130.4262695312
162220,1903906.375
163631,4523136.3515625
49023,1600643.5
80644,5491041.8994140625
274016,1456436.994140625
64876,1453451.734375
156696,6391325.79296875
295991,2072396.68359375
192037,3270039.875
118765,1314684.439453125
94748,2783946.9365234375
251764,4163713.341796875
60381,813570.6049804688
283938,833318.6884765625
195995,593940.2124023438
112778,2037308.78125
76727,2520878.859375
21435,1705409.359375
17468,3270921.859375
225673,3992316.3061523438
79759,2466756.41796875
257599,661253.515625
270720,4108694.0625
153801,4877956.970703125
92266,3034041.91796875
207329,5791478.34375
243955,4199111.4111328125
288928,4434706.44921875
186600,4874781.564453125
48005,962976.912109375
212520,2664479.728515625
294075,1565216.0390625
131575,3181098.1083984375
202057,5010062.09765625
239160,2526177.65625
92611,1277732.15625
268351,2040682.1577148438
259109,1956661.9404296875
265328,1314655.4375
229144,1294734.328125
261302,2447881.888671875
84117,2848761.59765625
31189,4267023.458496094
107254,2274297.46875
192798,2817486.935546875
28083,2351907.1240234375
118789,4046606.87109375
2152,5862049.15625
287026,1562391.0234375
249169,2669029.25
137539,3301700.34375
46291,366262.36328125
30233,3443916.625
175145,2378365.9921875
50676,636648.1420898438
71570,1989474.9790039062
219843,3401449.9638671875
36279,3723489.318359375
66052,843770.330078125
252609,2223599.87109375
24783,6218716.121582031
299327,3162703.13671875
95349,4958588.251953125
46332,823431.8623046875
91240,1597321.3251953125
5445,1687900.9404296875
272876,1644103.25390625
43811,1811962.17578125
217082,3940927.4765625
100370,6896853.94921875
258874,776479.1879882812
121949,1004872.390625
212950,587777.9226074219
200057,3227969.4565429688
229177,2251309.203125
287838,507666.0224609375
213118,2571802.671875
176475,1069439.2265625
118176,8344903.28125
209024,1549834.529296875
221906,2169527.7626953125
42493,2635262.69140625
223728,1481978.828125
141993,3612274.671875
55675,2490957.96875
224087,3662692.0966796875
83655,1219252.24609375
61917,1895272.75
153665,1917191.97265625
155758,7198580.6796875
190393,9092367.3828125
